employee_id,age,department,gender,education,years_experience,monthly_salary,performance_score,join_date,attrition
1377,42,HR,Female,Bachelors,19,73178.79,72.1,2017-02-23,No
1378,49,Finance,Male,Masters,17,75292.78,,2017-02-28,No
1379,23,Marketing,Female,High School,20,97491.85,74.4,2017-03-05,Yes
1380,32,Sales,Male,Masters,3,34141.23,66.2,2017-03-10,Yes
1381,46,Engineering,Female,PhD,32,29448.78,81.1,2017-03-15,Yes
1382,36,HR,Male,High School,26,81709.29,75.8,2017-03-20,No
1383,57,Engineering,Male,Bachelors,6,92809.2,75.0,2017-03-25,Yes
1384,42,Marketing,Male,Bachelors,5,81801.03,77.3,2017-03-30,No
1385,49,Finance,Male,Masters,14,71373.87,94.7,2017-04-04,No
1386,34,Finance,Female,Bachelors,17,61450.55,56.4,2017-04-09,No
1387,48,Engineering,Female,PhD,31,97428.21,75.7,2017-04-14,No
1388,25,Sales,Male,High School,10,46476.17,58.9,2017-04-19,No
1389,50,Finance,Female,Bachelors,19,80674.44,76.7,2017-04-24,No
1390,25,Marketing,Male,Bachelors,23,84798.46,59.0,2017-04-29,No
1391,32,Sales,Male,PhD,14,86683.78,65.0,2017-05-04,No
1392,36,Finance,Female,Bachelors,6,110073.88,66.5,2017-05-09,No
1393,46,Finance,Male,PhD,20,80063.49,81.7,2017-05-14,No
1394,46,Engineering,Male,Bachelors,25,307523.925,81.0,2017-05-19,No
1395,41,HR,Female,Masters,13,66239.66,55.1,2017-05-24,No
1396,59,Engineering,Male,Bachelors,20,41156.63,70.7,2017-05-29,Yes
1397,56,Sales,Male,Masters,17,57795.16,61.5,2017-06-03,Yes
1398,53,Engineering,Male,Masters,4,51232.92,54.9,2017-06-08,No
1399,50,Marketing,Male,Masters,2,47366.41,67.4,2017-06-13,No
1400,57,Sales,Female,Bachelors,22,77542.39,66.3,2017-06-18,No
1401,43,Engineering,Female,Masters,25,62696.44,99.1,2017-06-23,No
1402,30,Engineering,Female,High School,23,95878.55,75.2,2017-06-28,No
1403,25,Engineering,Male,Bachelors,18,71203.73,53.5,2017-07-03,No
1404,56,Finance,Male,Bachelors,24,76432.59,63.2,2017-07-08,No
1405,54,Engineering,Female,Bachelors,20,67097.9,82.3,2017-07-13,No
1406,51,Engineering,Male,Masters,11,67693.43,95.1,2017-07-18,No
1407,30,Marketing,Male,Masters,32,98651.77,51.0,2017-07-23,No
1408,39,Engineering,Male,Masters,3,42091.66,47.4,2017-07-28,No
1409,52,Sales,Male,Bachelors,6,48553.9,92.5,2017-08-02,No
1410,21,Engineering,Female,Bachelors,21,68432.93,74.7,2017-08-07,No
1411,25,Sales,Female,Masters,32,59574.32,59.6,2017-08-12,No
1412,24,Sales,Female,Masters,16,54653.36,76.4,2017-08-17,No
1413,36,Engineering,Male,High School,23,67128.02,38.4,2017-08-22,Yes
1414,44,Engineering,Female,Bachelors,33,100439.01,70.0,2017-08-27,No
1415,36,Finance,Female,Masters,27,84026.1,73.9,2017-09-01,No
1416,22,Engineering,Male,Bachelors,21,77384.62,81.1,2017-09-06,No
1417,48,HR,Male,Bachelors,16,84716.16,57.8,2017-09-11,No
1418,52,HR,Female,Masters,33,82227.31,71.0,2017-09-16,No
1419,47,Sales,Female,Masters,5,66528.37,58.9,2017-09-21,No
1420,40,HR,Female,High School,5,57642.01,73.1,2017-09-26,No
1421,44,Sales,Female,Bachelors,33,89476.52,59.3,2017-10-01,Yes
1422,32,Finance,Male,Bachelors,0,44510.34,65.1,2017-10-06,Yes
1423,55,Sales,Female,Masters,9,19201.29,58.1,2017-10-11,No
1424,53,Engineering,Female,Masters,20,70582.98,77.8,2017-10-16,No
1425,53,Sales,Male,Bachelors,4,84209.47,80.3,2017-10-21,No
1426,57,Finance,Female,Bachelors,1,72571.88,67.2,2017-10-26,No
1427,32,Engineering,Male,Bachelors,21,91277.15,70.5,2017-10-31,No
1428,23,HR,Male,High School,1,78150.35,52.6,2017-11-05,No
1429,21,Sales,Male,Bachelors,9,64695.84,66.4,2017-11-10,No
1430,53,Marketing,Female,Bachelors,33,88251.68,69.4,2017-11-15,No
1431,30,Sales,Female,Bachelors,15,57382.27,101.4,2017-11-20,No
1432,49,Finance,Male,Bachelors,21,68210.69,56.7,2017-11-25,No
1433,33,Sales,Female,,11,75983.88,87.6,2017-11-30,No
1434,32,Sales,Female,Masters,23,97369.92,82.0,2017-12-05,No
1435,51,Sales,Male,Bachelors,9,60589.97,73.4,2017-12-10,Yes
1436,22,Engineering,Male,PhD,34,77496.59,91.1,2017-12-15,No
1437,55,Engineering,Female,Bachelors,31,82909.5,74.5,2017-12-20,No
1438,43,Sales,Male,Masters,6,71221.72,74.7,2017-12-25,Yes
1439,37,Marketing,Female,High School,20,47010.61,69.4,2017-12-30,No
1440,46,Engineering,Female,Masters,19,,84.7,2018-01-04,No
1441,28,Engineering,Female,Masters,25,67590.34,83.2,2018-01-09,Yes
1442,49,Engineering,Female,Bachelors,3,35727.18,62.5,2018-01-14,No
1443,46,Engineering,Male,Bachelors,21,64753.48,54.2,2018-01-19,No
1444,30,Engineering,Male,Masters,14,64939.95,67.6,2018-01-24,Yes
1445,46,Sales,Male,,20,64841.53,60.4,2018-01-29,No
1446,54,Sales,Male,Masters,14,93744.42,69.2,2018-02-03,No
1447,27,Finance,Female,Masters,21,79781.41,84.8,2018-02-08,Yes
1448,24,Finance,Female,Masters,27,84708.54,64.5,2018-02-13,No
1449,31,Engineering,Male,Masters,13,77899.73,69.5,2018-02-18,No
1450,49,Sales,Female,Bachelors,26,57901.0,70.7,2018-02-23,Yes
1451,56,HR,Female,Masters,27,98004.01,80.2,2018-02-28,Yes
1452,45,Engineering,Female,High School,25,76136.24,43.0,2018-03-05,No
1453,41,Sales,Male,Bachelors,1,67968.65,62.7,2018-03-10,No
1454,56,Sales,Male,Masters,24,57306.57,72.5,2018-03-15,No
1455,30,Marketing,Male,Bachelors,2,28832.34,84.4,2018-03-20,No
1456,57,HR,Female,Masters,7,76022.01,64.1,2018-03-25,No
1457,29,Sales,Male,Bachelors,32,90575.37,47.5,2018-03-30,No
1458,44,Sales,Male,Masters,34,69363.07,77.4,2018-04-04,No
1459,55,Sales,Male,PhD,5,43846.06,62.4,2018-04-09,No
1460,55,HR,Male,Bachelors,22,95057.83,55.7,2018-04-14,No
1461,56,Sales,Male,Masters,24,55190.59,62.5,2018-04-19,Yes
1462,38,Sales,Male,PhD,18,100768.11,67.8,2018-04-24,Yes
1463,59,Marketing,Female,High School,4,42388.83,62.7,2018-04-29,No
1464,52,Sales,Female,Bachelors,10,75491.05,43.5,2018-05-04,No
1465,44,HR,Male,Bachelors,11,58984.87,80.8,2018-05-09,No
1466,43,Sales,Male,Bachelors,9,73957.37,85.3,2018-05-14,No
1467,52,Sales,Female,High School,7,51505.95,77.8,2018-05-19,No
1468,57,Sales,Female,High School,23,72769.73,56.3,2018-05-24,No
1469,32,Marketing,Male,Masters,27,80036.55,67.6,2018-05-29,No
1470,33,Finance,Male,PhD,20,54960.63,69.9,2018-06-03,No
1471,43,Marketing,Male,Masters,7,74634.84,77.2,2018-06-08,No
1472,45,Engineering,Male,Masters,8,52962.16,,2018-06-13,No
1473,55,HR,Female,Bachelors,14,63485.2,61.2,2018-06-18,No
1474,50,Sales,Male,PhD,17,52401.71,71.0,2018-06-23,No
1475,37,Engineering,Male,Bachelors,19,25977.99,75.5,2018-06-28,No
1476,40,Finance,Male,PhD,5,,87.5,2018-07-03,No
1477,45,Sales,Male,PhD,11,108327.08,78.5,2018-07-08,No
1478,42,Sales,Female,Masters,1,70022.88,79.5,2018-07-13,Yes
1479,33,Sales,Female,Bachelors,6,60053.31,71.0,2018-07-18,No
1480,39,Sales,Female,Bachelors,15,63767.97,86.9,2018-07-23,No
1481,56,Sales,Male,Bachelors,2,57204.39,,2018-07-28,No
1482,32,HR,Male,Bachelors,2,66648.14,59.7,2018-08-02,No
1483,39,Engineering,Female,Bachelors,26,57145.37,86.8,2018-08-07,No
1484,32,Finance,Male,High School,32,103857.79,78.4,2018-08-12,No
1485,29,Marketing,Male,Masters,27,92176.86,64.7,2018-08-17,No
1486,27,Engineering,Female,Bachelors,0,67927.34,64.2,2018-08-22,No
1487,48,Sales,Female,Bachelors,7,69192.56,73.6,2018-08-27,No
1488,34,Engineering,Female,Bachelors,31,83253.1,75.6,2018-09-01,No
1489,51,HR,Female,Masters,3,69811.5,72.4,2018-09-06,No
1490,39,Sales,Male,Masters,29,91752.65,73.7,2018-09-11,Yes
1491,36,HR,Male,High School,5,53127.27,90.4,2018-09-16,No
1492,25,Engineering,Female,Masters,18,60875.17,82.9,2018-09-21,No
1493,55,Engineering,Male,High School,31,84733.41,72.3,2018-09-26,No
1494,32,Engineering,Female,High School,8,90082.36,81.3,2018-10-01,Yes
1495,45,Engineering,Female,,11,42596.07,57.6,2018-10-06,No
1496,41,Finance,Male,High School,10,37584.55,74.8,2018-10-11,No
1497,56,Marketing,Female,Bachelors,15,71465.7,91.7,2018-10-16,Yes
1498,43,Sales,Male,PhD,0,55915.98,67.4,2018-10-21,No
1499,36,Finance,Male,Bachelors,20,76120.15,59.8,2018-10-26,No
1500,59,Engineering,Male,High School,29,85491.16,62.2,2018-10-31,No
1305,23,Sales,Female,PhD,30,102268.9,60.6,2016-02-29,No
1341,42,Sales,Male,High School,25,94656.25,63.4,2016-08-27,Yes
1048,34,Finance,Female,Bachelors,13,58151.73,75.5,2012-08-23,No
1068,36,Finance,Female,Bachelors,8,60033.14,77.3,2012-12-01,No
